id,lat,lng,price,gross size,rooms,type,planta
736,42.93404398,-3.487001654,0,45,0,garage,2
2603,37.39867244,-6.034240348,0,45,0,premise,2
2850,40.4622799,-3.7060581,0,45,0,flat,3
3651,36.72898958,-4.423768285,0,45,0,house,2
4103,28.11677654,-15.42264338,0,45,0,flat,7
4515,37.36122531,-6.035384966,0,45,0,flat,3
12829,41.63989025,2.733059297,0,45,0,flat,6
15245,43.16159696,-5.624892208,0,45,0,garage,2
17965,41.36806395,2.072370111,0,45,0,flat,3
19603,28.95521449,-13.59102274,0,45,0,house,2
21133,43.2492602,-5.566026887,0,45,0,flat,4
23548,41.32001396,2.008684495,0,45,0,flat,3
28499,41.37162672,2.110507672,0,45,0,house,0
500,41.36375333,2.091240565,0,46,0,house,0
954,36.74647957,-5.163203506,0,46,0,house,2
1274,41.56425953,2.039100903,0,46,0,house,0
1391,39.55776054,2.624030253,0,46,0,house,1
2067,40.4111269,-3.7023097,0,46,0,house,2
2195,41.73179709,1.836780586,0,46,0,flat,4
2487,43.36678133,-8.422041684,0,46,0,garage,1
2691,41.73179709,1.836780586,0,46,0,flat,4
2877,41.55333214,2.013901892,0,46,0,house,0
4062,39.55776054,2.624030253,0,46,0,house,1
4848,41.62661652,1.012177681,0,46,0,house,2
4900,39.38886776,-3.209676549,0,46,0,house,2
17970,41.37654762,2.131678665,0,46,0,flat,3
23424,41.31045464,1.997222802,0,46,0,land,0
24509,41.94178944,-7.43650213,0,46,0,flat,3
153,41.42375938,2.204446616,0,47,0,flat,8
865,40.4298354,-3.6241279,0,47,0,flat,6
867,40.4228039,-3.6994812,0,47,0,flat,4
1060,40.4113381,-3.7023294,0,47,0,flat,6
1909,43.36678133,-8.422041684,0,47,0,garage,1
1946,28.97006566,-13.54887554,0,47,0,flat,3
1952,41.73179709,1.836780586,0,47,0,flat,4
2093,41.55333214,2.013901892,0,47,0,flat,4
2099,43.36678133,-8.422041684,0,47,0,garage,1
2102,43.36678133,-8.422041684,0,47,0,garage,1
2197,41.73179709,1.836780586,0,47,0,flat,5
2298,41.55333214,2.013901892,0,47,0,flat,5
2879,41.55333214,2.013901892,0,47,0,house,0
2880,41.55333214,2.013901892,0,47,0,flat,3
